#{"t_start": 1743693148.5832803, "env_id": "SuperMarioBros-v2"}
r,l,t
1836.0,202,56009.109543
3481.0,461,56012.738903
1501.0,185,56015.506617
2260.0,261,56017.526789
1949.0,262,56021.033418
2088.0,266,56023.287169
2209.0,325,56027.302827
2568.0,308,56031.205501
1813.0,207,56032.894875
1581.0,199,56042.52164
2910.0,315,56046.894283
2814.0,329,56051.016247
1504.0,164,56052.319802
1528.0,173,56053.77986
1991.0,287,56057.51421
1605.0,220,56059.33369
2086.0,237,56062.712436
2030.0,228,56064.627232
2394.0,314,56068.501238
2793.0,319,56224.501431
2003.0,252,56229.016339
2026.0,224,56230.797909
2143.0,235,56234.073091
1529.0,181,56235.520725
1838.0,235,56238.751504
2436.0,298,56241.12981
1900.0,256,56244.446403
2661.0,295,56246.756569
1459.0,221,56249.942779
2678.0,345,56259.07586
1541.0,221,56262.477758
3353.0,600,56268.60516
1596.0,194,56270.138738
2254.0,264,56273.579547
1647.0,216,56275.293966
1492.0,176,56278.054454
2450.0,307,56280.4958
2939.0,498,56361.44647
2388.0,302,56365.504791
2371.0,359,56369.667255
3966.0,1190,56382.657244
2108.0,262,56384.706877
2277.0,282,56661.715556
2422.0,326,56669.406817
2024.0,219,56672.870728
1476.0,189,56676.113068
2628.0,297,56682.658192
1916.0,228,56684.639072
3526.0,615,56692.404936
3152.0,348,56695.270613
3806.0,545,56780.246104
1651.0,235,56783.872689
1650.0,203,56785.507933
2742.0,436,56790.392673
1092.0,130,56791.482275
1757.0,200,56794.525824
2809.0,341,56797.147645
2148.0,274,56800.84748
2284.0,300,56803.553498
2239.0,290,56815.310417
1502.0,182,56817.181168
2201.0,250,56820.738762
1912.0,238,56822.635264
3324.0,416,56827.384622
2795.0,382,56831.815171
2127.0,233,56833.75119
3042.0,420,56838.702677
1597.0,192,56847.259063
1746.0,224,56849.570719
1871.0,242,56851.934846
1604.0,202,56855.118303
1838.0,233,56857.11876
2104.0,264,56860.673301
1867.0,281,56862.963919
1553.0,213,56866.092706
3028.0,473,56871.379277
2379.0,308,56873.786195
2735.0,345,56884.195568
4119.0,505,56889.860471
2257.0,263,56891.996621
1964.0,243,56895.490653
2046.0,284,56897.800583
2111.0,225,56901.116789
2173.0,245,56903.17554
3239.0,360,56907.535615
2252.0,290,56918.042228
1725.0,262,56920.173228
1481.0,216,56923.419025
1893.0,245,56925.55637
3815.0,541,56931.514175
1578.0,212,56934.750092
2023.0,232,56936.565168
2222.0,274,56940.048245
2552.0,367,56957.773597
3960.0,531,56963.829246
2187.0,275,56967.555663
1831.0,210,56969.391799
3117.0,440,56974.350518
1720.0,204,56977.45696
1885.0,322,56979.951392
3006.0,380,56984.372731
2627.0,350,57218.277803
2259.0,264,57220.346764
3709.0,477,57225.548953
2826.0,309,57229.361474
3178.0,377,57232.270812
2528.0,300,57236.063188
2414.0,298,57239.850984
1452.0,177,57241.231486
2598.0,378,57473.38928
1471.0,204,57475.076576
1903.0,232,57476.959559
2687.0,329,57480.926288
3483.0,594,57486.893282
3342.0,525,57493.447023
1974.0,261,57497.157333
2453.0,434,57510.336154
3867.0,532,57516.199999
2823.0,426,57522.125442
2181.0,271,57524.371336
1523.0,256,57527.909636
1973.0,265,57531.028024
3249.0,450,57542.490736
2655.0,322,57547.156311
1716.0,231,57548.961134
1585.0,213,57550.657436
1997.0,245,57553.935461
1977.0,232,57555.894602
1751.0,205,57559.033093
2315.0,350,57561.906229
4029.0,499,57567.220584
1474.0,199,57576.15287
1527.0,185,57578.014849
3555.0,465,57583.70203
2222.0,278,57587.531042
2675.0,367,57590.500883
2815.0,484,57595.706677
3042.0,374,57600.063305
1983.0,299,57761.368258
2070.0,295,57763.835856
1867.0,249,57767.484609
3518.0,543,57773.515804
2593.0,344,57776.414613
1589.0,194,57779.318926
3255.0,387,57783.899465
2096.0,232,57785.687003
2939.0,341,57797.773689
2573.0,317,57800.329008
2272.0,265,57804.028821
1727.0,221,57805.864087
2787.0,345,57810.062861
2473.0,436,57815.267618
2631.0,335,57818.172504
1934.0,235,57821.521825
2123.0,264,58052.56387
1502.0,194,58055.850342
2470.0,302,58058.426281
2415.0,320,58062.489436
3053.0,426,58067.395253
3269.0,341,58070.11622
4413.0,561,58078.207644
1908.0,248,58080.161128
2274.0,247,58091.284038
1739.0,192,58092.870252
2327.0,269,58095.135093
2326.0,274,58099.015045
1819.0,231,58101.075582
2422.0,306,58105.183079
2040.0,208,58106.888207
1565.0,226,58112.554314
2263.0,256,58116.712571
1998.0,222,58122.543442
2281.0,258,58134.879957
2103.0,257,58138.601713
3504.0,389,58143.298935
2224.0,268,58145.415723
2687.0,334,58149.682081
2637.0,319,58152.25237
1827.0,198,58155.203379
2698.0,299,58157.521809
2094.0,249,58160.942812
2365.0,264,58169.178697
1804.0,200,58172.417367
2573.0,449,58177.283044
2885.0,394,58180.41204
2628.0,305,58184.350082
2868.0,362,58188.585615
2279.0,305,58191.016473
1686.0,217,58194.206923
3036.0,387,58353.503511
2577.0,324,58357.673689
2654.0,479,58363.819003
4098.0,719,58371.304936
1467.0,173,58374.202415
1922.0,222,58376.057744
2106.0,274,58385.43011
3026.0,446,58391.282236
1725.0,186,58392.798187
3962.0,694,58400.590492
2435.0,266,58404.202007
1823.0,209,58405.951145
1538.0,178,58408.76999
1474.0,185,58410.371583
2822.0,312,58426.991697
2544.0,296,58432.431846
2816.0,428,58441.118738
1753.0,213,58445.011778
2947.0,491,58457.471133
1653.0,194,58463.075284
1602.0,177,58465.868275
1659.0,181,58469.024075
2273.0,270,58475.455202
1738.0,206,58478.995876
2799.0,365,58500.34819
2957.0,340,58508.156986
1602.0,185,58511.141863
3148.0,366,58519.073962
2996.0,395,58527.835045
1474.0,220,58531.443324
2222.0,308,58538.517433
1808.0,205,58541.746295
1572.0,200,58709.814651
2276.0,250,58715.742641
3216.0,348,58723.248791
2093.0,225,58726.856507
2243.0,281,58733.083723
2443.0,313,58738.223261
2257.0,290,58745.12706
3002.0,418,58754.179816
2267.0,255,58758.203159
1838.0,216,59062.217171
2644.0,550,59074.741311
3244.0,393,59081.169823
2437.0,508,59091.432064
1905.0,258,59097.624961
2293.0,260,59101.972467
1941.0,305,59108.987772
2569.0,324,59133.223583
2076.0,308,59138.102037
2259.0,283,59144.968887
2271.0,248,59148.982705
1920.0,228,59154.965963
2228.0,297,59159.676486
1983.0,226,59165.608127
2408.0,328,59171.006147
1836.0,256,59177.28487
2108.0,262,59199.921957
2013.0,243,59206.186485
1673.0,195,59211.530081
1848.0,252,59218.203619
2272.0,289,59222.985207
2051.0,237,59229.251001
3135.0,401,59235.916477
2379.0,375,59244.127654
1843.0,231,59250.253515
1506.0,235,59268.171803
1582.0,194,59271.828507
3256.0,420,59280.765439
2316.0,301,59287.740499
3499.0,587,59300.762184
2999.0,418,59309.337816
1763.0,200,59314.571168
2080.0,331,59332.783437
3157.0,364,59341.193509
1832.0,210,59344.503206
2200.0,234,59348.636189
1660.0,220,59354.193101
1552.0,185,59357.333633
2006.0,280,59364.126484
1463.0,182,59367.06255
1454.0,169,59370.077708
2489.0,320,59376.990161
1426.0,196,59380.402494
1455.0,181,59823.725541
2272.0,317,59829.671433
1991.0,288,59839.502104
1880.0,263,59846.570023
1894.0,233,59850.232114
1603.0,174,59853.295858
3411.0,569,59864.741871
1475.0,194,59869.872103
2124.0,226,59873.609345
2911.0,334,59903.551543
1459.0,165,59906.301249
1932.0,218,59912.10333
1479.0,175,59915.328892
1709.0,218,59919.233154
2637.0,292,59925.870112
1487.0,209,59929.584661
1648.0,208,59935.077207
1832.0,221,59938.794122
2726.0,346,59946.435836
3452.0,436,60124.147195
2683.0,362,60130.445843
1111.0,151,60134.917399
2325.0,275,60139.528526
2041.0,246,60147.715429
2679.0,331,60153.309141
1845.0,223,60159.00847
1677.0,189,60162.226324
2461.0,261,60168.88915
2517.0,335,60192.404082
2314.0,273,60198.964231
2084.0,270,60203.645513
1975.0,227,60209.244332
1439.0,159,60211.924063
2806.0,418,60221.068071
1569.0,262,60227.908378
3605.0,473,60239.669513
2541.0,351,60736.728714
1106.0,137,60739.278618
2542.0,339,60746.740196
2265.0,274,60753.427644
1992.0,263,60757.599761
1835.0,210,60763.415421
1551.0,199,60766.544099
2620.0,347,60774.406712
1729.0,191,60777.447671
2210.0,257,60781.918454
1822.0,213,60787.258522
3135.0,377,60813.489422
1753.0,221,60817.052694
3021.0,512,60827.631354
1591.0,182,60830.895357
1819.0,248,60836.975939
1791.0,212,60840.639665
2721.0,361,60850.285323
1739.0,240,60856.658432
2803.0,331,61033.245126
2017.0,254,61039.933235
1840.0,241,61043.755367
2268.0,295,61050.880854
1902.0,216,61054.410327
2093.0,281,61061.317697
2290.0,260,61065.672409
1465.0,173,61070.845699
1892.0,235,61074.601783
2008.0,250,61078.940111
1830.0,199,61097.181967
3506.0,436,61107.244546
4441.0,1150,61131.988028
2704.0,298,61139.144131
2430.0,265,61143.329747
1497.0,211,61146.978923
1565.0,183,61170.346686
4263.0,836,61187.463267
2063.0,232,61193.409379
2523.0,342,61201.502912
2249.0,237,61205.124875
1677.0,219,61208.95115
1952.0,225,61214.671175
2179.0,283,61219.586201
3460.0,375,61243.890429
2189.0,269,61250.770567
3686.0,616,61265.105383
1472.0,187,61268.548781
2390.0,245,61274.980569
1559.0,189,61278.010633
2557.0,335,61285.866013
1717.0,217,61289.492757
3328.0,387,61623.230067
2048.0,234,61627.300064
1926.0,212,61632.817227
1840.0,214,61636.419921
2119.0,234,61642.420552
2553.0,272,61646.967752
1613.0,181,61652.370497
2574.0,308,61657.311629
1995.0,223,61663.425906
2130.0,241,61667.239113
1588.0,193,61687.532905
4490.0,707,61705.607974
1608.0,175,61708.505672
2286.0,255,61714.979417
1965.0,223,61718.564385
1858.0,205,61724.174875
1560.0,178,61726.977263
2587.0,360,61735.176908
1992.0,235,61738.778521
2124.0,226,61916.787536
2507.0,320,61923.993006
4496.0,722,61942.611361
2877.0,356,61948.372299
1828.0,219,61956.709325
4314.0,777,61987.706838
2055.0,275,61999.142687
2299.0,300,62006.163162
2361.0,244,62012.508464
3294.0,427,62021.789634
722.0,98,62023.404554
2656.0,321,62028.69242
1548.0,183,62033.717759
2914.0,308,62038.871347
1734.0,205,62044.434877
2465.0,301,62067.622743
2281.0,259,62073.777519
1485.0,170,62076.621311
2889.0,378,62084.895877
2529.0,310,62094.14818
1577.0,218,62097.662688
2009.0,211,62101.562317
2309.0,289,62108.357623
1948.0,326,62116.060513
2537.0,286,62294.430581
1470.0,183,62297.88687
4463.0,885,62320.739933
1946.0,229,62326.775482
1457.0,177,62331.942556
2441.0,297,62339.504173
2013.0,235,62343.131315
2516.0,400,62676.660228
2651.0,305,62682.52261
2446.0,291,62689.23922
2737.0,307,62696.645241
2519.0,369,62702.638535
3205.0,463,62712.537489
2070.0,285,62719.543853
2177.0,267,62724.011431
1981.0,290,63214.360788
1906.0,257,63219.325362
4436.0,567,63230.930549
2249.0,291,63237.683705
2331.0,266,63244.436488
2424.0,309,63249.442632
2202.0,290,63256.405603
1477.0,217,63259.916591
2168.0,245,63598.076967
1806.0,278,63602.594662
1835.0,247,63608.897719
2010.0,248,63612.817407
2042.0,258,63621.378582
5007.0,861,63640.381268
2311.0,262,63646.883235
1944.0,209,63650.353597
2208.0,256,63816.328479
2089.0,347,63822.193206
2019.0,234,63828.057355
1896.0,228,63831.931747
2380.0,276,63838.494642
2549.0,317,63844.02662
3079.0,310,63850.91464
2556.0,324,63858.554819
2965.0,422,64030.896111
2862.0,435,64040.715862
2248.0,280,64047.411536
1886.0,251,64051.829765
2204.0,287,64058.54337
2265.0,275,64067.765496
2220.0,291,64072.331405
2075.0,286,64079.362226
1852.0,297,64248.638566
2547.0,267,64255.251769
2064.0,264,64259.650799
2187.0,230,64265.547807
2214.0,299,64272.319919
1518.0,161,64277.356567
2259.0,258,64281.606287
2218.0,239,64288.03075
2110.0,226,64291.580629
2438.0,334,64299.374625
3384.0,447,64484.213327
2960.0,466,64491.864854
1815.0,187,64496.776333
2289.0,274,64501.207359
2905.0,362,64508.937761
2005.0,248,64515.500318
1669.0,222,64518.962673
3054.0,334,64526.99122
1493.0,167,64548.505313
2947.0,338,64556.803026
1588.0,191,64559.765367
3418.0,461,64569.453673
2373.0,275,64574.267894
2527.0,300,64581.137945
1741.0,199,64584.653119
3833.0,477,64594.673263
2017.0,220,64618.457355
1867.0,210,64622.485126
3130.0,351,64630.580162
2241.0,287,64635.448002
1810.0,199,64640.832494
2549.0,278,64645.28836
2871.0,392,64655.363723
2653.0,295,64662.497468
2160.0,260,64666.862626
2883.0,332,64887.517594
2059.0,256,64890.241966
2694.0,341,64894.738023
1827.0,209,64896.425895
3560.0,490,64902.934436
2011.0,228,64906.175582
3048.0,335,64910.180643
3203.0,349,64912.976917
2478.0,396,64999.778892
3762.0,434,65005.078642
2117.0,219,65006.840417
2006.0,242,65010.155703
1583.0,181,65011.660522
1860.0,231,65016.172999
2022.0,237,65018.221893
1462.0,219,65020.100745
2010.0,234,65023.379013
2465.0,260,65025.530821
2566.0,283,65035.882137
2123.0,222,65037.615976
1862.0,240,65040.890116
2194.0,241,65042.799505
1596.0,199,65045.792668
2164.0,238,65047.726258
2060.0,232,65051.12029
3048.0,402,65054.435176
2043.0,223,65057.702281
2606.0,285,65067.606721
1959.0,228,65071.290001
3447.0,802,65079.121718
3137.0,356,65084.210353
2712.0,304,65088.21362
4509.0,805,65104.916368
1658.0,239,65108.556353
3048.0,393,65111.752973
3604.0,399,65116.532688
2556.0,270,65120.150661
2770.0,339,65124.143147
1720.0,229,65127.560918
1843.0,210,65129.274164
4412.0,954,65147.132055
2873.0,394,65151.917414
2380.0,250,65154.095047
1805.0,196,65157.190827
2541.0,279,65159.455898
2001.0,236,65162.711714
3210.0,423,65167.386056
2332.0,275,65178.689662
2400.0,298,65183.799027
1473.0,182,65185.380339
1879.0,214,65188.818338
3173.0,388,65192.005954
3435.0,416,65196.71371
1940.0,220,65199.992835
3142.0,373,65203.13444
2678.0,326,65214.332924
2820.0,404,65220.883002
2387.0,274,65223.255003
3095.0,360,65227.746596
2066.0,256,65229.907684
1917.0,244,65233.250195
2240.0,258,65236.336042
3170.0,350,65240.572921
2445.0,277,65244.16052
4148.0,464,65358.366775
2037.0,220,65360.03058
2252.0,275,65363.582843
2609.0,339,65366.621334
3401.0,529,65373.891199
2975.0,357,65378.2797
3259.0,523,65390.015421
3054.0,390,65395.168168
2025.0,228,65396.980401
1578.0,186,65399.928928
1546.0,182,65401.420011
2857.0,391,65407.003466
3099.0,371,65410.031917
2759.0,336,65414.266908
1576.0,229,65416.149297
1591.0,212,65661.210468
1486.0,175,65662.59227
2007.0,238,65665.973841
3108.0,476,65671.499519
2678.0,330,65675.102054
2343.0,297,65678.975331
2020.0,230,65680.862663
2763.0,306,65684.838721
2285.0,277,65695.123323
1577.0,195,65698.372803
2007.0,247,65700.296072
2352.0,276,65703.933079
1654.0,211,65705.56782
2103.0,248,65708.967443
2655.0,313,65712.589002
1854.0,212,65715.928633
2462.0,255,65718.1266
3864.0,599,65730.816881
2004.0,254,65734.378204
4009.0,579,65740.394856
1109.0,137,65741.576373
3005.0,342,65745.710526
2027.0,252,65747.774727
2602.0,290,65751.721159
2368.0,310,65755.745842
2800.0,330,65765.852334
1852.0,212,65770.43503
2031.0,240,65772.548258
2110.0,231,65775.923533
3985.0,492,65781.288698
2003.0,244,65783.431209
3222.0,340,65788.939167
2009.0,280,65791.344536
1504.0,176,65794.306875
2604.0,365,65804.731193
2017.0,238,65808.239657
2184.0,256,65811.287844
2546.0,282,65815.029721
2479.0,329,65817.736022
1828.0,206,65820.845227
2323.0,259,65823.007781
3135.0,365,65827.514317
2415.0,323,65831.638415
1583.0,194,65845.810549
2034.0,239,65849.495585
1457.0,167,65851.730701
2393.0,322,65855.766689
2871.0,362,65858.621207
2098.0,268,65862.017704
1746.0,210,65863.672545
1799.0,248,65866.932893
2266.0,306,65869.368193
2271.0,291,65963.343693
2357.0,303,65967.398167
2568.0,377,65971.842219
1897.0,226,65975.05578
2800.0,367,65978.237216
3460.0,402,65982.926334
4994.0,723,65991.387905
2066.0,249,66000.210876
1572.0,184,66002.131072
1819.0,264,66005.839061
3150.0,370,66010.974387
2417.0,297,66013.368857
2101.0,243,66017.900119
2272.0,258,66020.012316
1856.0,212,66023.133218
3094.0,360,66026.949186
2361.0,271,66037.810686
1811.0,233,66040.128888
1490.0,188,66043.218816
4021.0,737,66051.232079
2023.0,222,66052.999919
3532.0,471,66059.328164
2670.0,322,66065.755335
1479.0,195,66068.466039
1814.0,286,66080.510536
1491.0,193,66082.924504
3497.0,402,66087.82588
1604.0,237,66091.124604
3048.0,378,66094.230834
2458.0,307,66098.064095
1499.0,174,66100.36932
1964.0,243,66104.68575
1621.0,249,66106.78421
1722.0,284,66191.516598
3218.0,433,66196.408925
2557.0,273,66198.86517
4569.0,1101,66212.694786
1863.0,224,66217.014582
3095.0,345,66286.606013
1556.0,172,66289.408336
2076.0,284,66292.724561
3007.0,324,66296.997905
2904.0,314,66301.153711
3117.0,494,66306.551467
2360.0,293,66308.878053
2537.0,348,66313.185978
3341.0,338,66325.269793
1964.0,209,66328.510189
4492.0,827,66338.339625
1871.0,211,66343.374019
2621.0,273,66345.883793
1553.0,226,66349.120385
2353.0,296,66351.492158
3983.0,694,66374.250092
1486.0,178,66375.636445
2384.0,252,66378.991836
1764.0,194,66380.578357
2077.0,221,66382.41335
3459.0,366,66386.850884
2307.0,271,66390.336523
5119.0,634,66662.891189
1781.0,185,66666.213751
1860.0,212,66670.275455
3341.0,400,66674.430159
2688.0,308,66678.349791
2836.0,395,66682.930869
1997.0,247,66685.022723
1845.0,208,66688.203892
2276.0,282,66690.477872
1959.0,226,66699.530152
1585.0,176,66701.326509
3116.0,481,66706.823894
2846.0,447,66712.892048
1573.0,188,66714.33219
2540.0,281,66718.224352
2081.0,228,66720.310317
1832.0,218,66723.484003
1850.0,242,66726.410658
2515.0,288,66738.411185
3226.0,405,66744.011342
2500.0,318,66747.669683
2060.0,227,66750.921776
3215.0,420,66754.422296
1844.0,232,66757.724778
1812.0,208,66759.431755
1581.0,226,66762.672266
1838.0,232,66765.532629
2125.0,227,66846.258528
2189.0,244,66848.175607
2424.0,252,66851.486806
2459.0,277,66853.690834
1859.0,214,66856.710097
2275.0,292,66859.983321
2977.0,481,66865.560843
3107.0,386,66870.110451
1577.0,174,66872.410423
3242.0,370,66884.566816
3150.0,386,66888.981331
2271.0,259,66892.139483
1588.0,181,66893.715882
2532.0,270,66897.415304
1990.0,236,66899.495752
2122.0,289,66903.450305
2391.0,268,66907.201867
4844.0,809,66924.279591
2499.0,669,66939.487352
2801.0,336,66946.954803
1867.0,219,66952.588122
2106.0,240,66958.387077
1558.0,239,66961.51742
2608.0,375,66974.622815
1468.0,182,66978.761349
1489.0,171,66980.153219
2526.0,287,66982.343702
2496.0,351,66986.506383
3339.0,443,66991.370547
2575.0,290,66994.98516
3052.0,357,66997.881929
3092.0,356,67002.209322
1846.0,208,67012.547928
2013.0,225,67018.335031
1588.0,256,67022.458586
2686.0,1035,67042.795049
2529.0,303,67051.823116
2399.0,287,67056.952646
2745.0,402,67080.864345
2515.0,291,67087.473059
1877.0,256,67091.695629
2184.0,254,67097.907524
2725.0,371,67105.927793
2065.0,251,67109.849391
2508.0,353,67117.925491
1552.0,180,67122.693075
2567.0,275,67129.412655
1939.0,214,67146.241271
3791.0,537,67158.460232
2089.0,246,67164.824902
3102.0,404,67172.918501
1822.0,214,67178.50561
4072.0,695,67193.588927
1587.0,194,67196.808087
3079.0,373,67341.605752
1743.0,203,67346.984143
1792.0,198,67350.056135
2212.0,249,67356.134186
2226.0,249,67361.996137
1712.0,203,67365.303452
1924.0,234,67370.915108
2197.0,265,67375.205812
4376.0,852,67531.576586
1473.0,181,67534.869646
1605.0,206,67540.133902
2785.0,349,67547.749903
3395.0,374,67555.716403
1557.0,296,67562.397484
2276.0,287,67567.214451
3187.0,375,67577.097799
2517.0,274,67599.032209
3238.0,435,67606.109269
4345.0,660,67622.199805
2092.0,239,67628.151754
1748.0,213,67633.771054
2001.0,219,67637.263807
1989.0,226,67641.320144
1820.0,232,67646.75988
2785.0,374,67930.306231
3293.0,470,67940.074993
3958.0,446,67949.587306
2610.0,274,67955.849206
2044.0,220,67959.60521
3093.0,378,67967.843767
2390.0,282,67974.811552
1794.0,237,67978.705377
1518.0,181,68136.585045
1454.0,185,68139.559982
5028.0,800,68157.607579
2743.0,316,68164.815767
1102.0,131,68167.106803
3215.0,384,68175.310603
1507.0,182,68180.737361
2365.0,290,68187.538905
1619.0,211,68331.785217
1471.0,175,68335.581158
2924.0,323,68338.115587
2523.0,332,68343.225238
3251.0,413,68348.310187
1845.0,215,68352.954662
2240.0,272,68359.23344
2562.0,461,68368.358896
1974.0,242,68514.028445
3495.0,415,68522.944293
1598.0,197,68528.209807
2024.0,265,68534.608602
3576.0,400,68544.923444
4650.0,863,68564.927184
1732.0,217,68570.582889
1568.0,193,68587.089582
2468.0,257,68593.391011
2544.0,279,68601.870676
1940.0,215,68607.588733
2026.0,227,68611.428935
3337.0,446,68620.828648
2463.0,516,68631.355358
2930.0,320,68638.964582
1726.0,214,68665.880611
3261.0,386,68673.783208
3069.0,363,68680.597806
2093.0,265,68686.96131
2856.0,412,68694.857693
3126.0,394,68699.534815
2387.0,259,68702.061946
1831.0,199,68705.295269
2099.0,253,68859.935593
1716.0,225,68864.30743
2045.0,225,68870.123285
1899.0,222,68873.62718
1869.0,206,68879.289498
1848.0,211,68882.610426
2200.0,236,68889.215937
4033.0,1038,69080.907541
4409.0,507,69089.319732
1856.0,204,69094.521837
2449.0,281,69102.618438
1836.0,205,69107.541445
1870.0,195,69110.377843
2934.0,308,69117.380029
2100.0,238,69121.884722
4375.0,494,69135.898399
1464.0,174,69525.287097
2495.0,366,69531.294416
2562.0,268,69538.440539
3359.0,398,69547.68922
3473.0,373,69553.560817
2716.0,309,69560.833245
2596.0,377,69572.289359
2906.0,355,69592.569676
2913.0,321,69599.44595
3723.0,459,69608.668769
2190.0,255,69614.447391
3072.0,380,69622.38158
2281.0,257,69628.921944
1892.0,228,69632.510216
3795.0,575,69657.172565
4438.0,618,69671.378971
3543.0,461,69682.294686
2558.0,342,69689.901497
2823.0,316,69697.344095
1820.0,251,69701.459065
2198.0,257,69707.945496
1722.0,199,69713.279445
2824.0,318,69869.220618
2758.0,346,69874.572798
2783.0,343,69882.055459
2016.0,233,69885.679806
3265.0,448,69895.119386
4107.0,476,69905.169444
3772.0,587,69934.128202
3457.0,417,69945.572534
2946.0,397,69956.66659
1588.0,201,69960.624379
2661.0,342,69968.43143
1826.0,197,69972.023382
1451.0,158,69976.722738
2800.0,339,69982.251342
2689.0,391,70307.658375
4919.0,1211,70332.822454
3107.0,417,70341.575346
1633.0,204,70346.95479
2629.0,567,70375.441262
3817.0,468,70386.15788
4020.0,774,70408.406207
2064.0,218,70414.422926
2554.0,304,70419.457474
1952.0,225,70425.515642
3643.0,478,70596.592023
1730.0,189,70600.296525
1923.0,202,70604.258271
3491.0,363,70612.029702
3007.0,496,70627.025512
3140.0,388,70635.838095
1817.0,232,70639.620756
3344.0,483,70649.695805
2444.0,294,70672.753625
4529.0,607,70687.083585
2560.0,273,70694.361754
2107.0,257,70700.40036
3334.0,396,70711.306348
4099.0,545,70724.402029
2788.0,337,70893.269854
4361.0,589,70909.526188
3141.0,366,70915.431996
3178.0,349,70923.190241
1841.0,204,70927.009243
2960.0,346,70934.68205
2779.0,312,70944.033437
2428.0,300,71069.252441
2371.0,257,71075.645489
2867.0,464,71085.358088
3280.0,409,71093.591666
3036.0,448,71101.881436
2590.0,323,71108.703329
1754.0,195,71111.82713
3000.0,400,71132.464512
3199.0,392,71140.426506
3100.0,391,71148.37195
4675.0,908,71167.679704
1926.0,232,71170.998903
2509.0,343,71180.461613
1835.0,225,71198.683822
1469.0,166,71201.296347
2594.0,325,71211.585053
1493.0,166,71214.233176
2693.0,319,71220.865488
3242.0,379,71226.69344
2938.0,327,71229.711133
2375.0,278,71233.581911
3489.0,424,71240.394417
3147.0,330,71258.281906
1657.0,255,71262.259295
2344.0,250,71264.399705
2019.0,217,71268.682983
3190.0,365,71271.992046
2008.0,218,71275.218219
2742.0,406,71280.699078
2103.0,273,71282.930555
3454.0,367,71368.499026
2429.0,280,71373.121925
2400.0,286,71375.520576
2086.0,250,71378.999562
2170.0,252,71381.112115
2753.0,307,71385.219772
1909.0,203,71386.967941
2586.0,270,71391.753592
3570.0,369,71394.876973
2616.0,293,71481.578923
2735.0,510,71489.123508
2055.0,251,71491.238203
2892.0,351,71495.922061
2628.0,298,71500.32863
2363.0,261,71503.482105
4091.0,529,71509.262568
2068.0,230,71519.268096
2186.0,233,71521.164684
1615.0,178,71522.630496
1925.0,221,71525.809895
2341.0,310,71528.514143
2261.0,246,71533.237964
2097.0,227,71535.324122
3965.0,497,71541.240875
2582.0,279,71545.024776
4910.0,1050,71643.301462
1821.0,208,71645.16025
3053.0,351,71650.517358
2562.0,287,71654.481142
1667.0,187,71655.958312
2222.0,269,71658.156799
3490.0,370,71662.592216
2166.0,225,71832.324759
2534.0,286,71834.796728
1860.0,194,71837.816208
2320.0,257,71839.992465
3217.0,375,71844.583825
1849.0,204,71846.225574
3380.0,467,71851.405445
4040.0,719,71952.829792
2803.0,310,71955.633045
2627.0,341,71960.235514
2384.0,311,71962.730277
2181.0,277,71966.463717
2513.0,250,71968.441325
1086.0,132,71971.088018
2285.0,260,71973.338086
3026.0,404,71979.083966
2068.0,231,71992.860026
1809.0,270,71997.972651
4772.0,809,72009.205357
2823.0,303,72011.755648
1889.0,225,72015.837599
3414.0,379,72018.927896
2814.0,317,72031.301986
1834.0,240,72033.796899
1473.0,185,72036.843064
4610.0,976,72049.790994
2335.0,316,72053.400602
2546.0,285,72057.417542
1851.0,198,72059.066597
3512.0,447,72072.468546
2733.0,275,72077.710887
2617.0,270,72080.093604
3890.0,485,72087.086258
2372.0,244,72090.635626
2428.0,267,72092.824394
2539.0,276,72096.560549
3270.0,365,72099.648781
2962.0,326,72112.850154
1926.0,206,72116.019785
3171.0,408,72121.895334
1835.0,196,72125.250402
2401.0,255,72127.56736
5393.0,959,72141.343499
3699.0,455,72238.534359
1929.0,218,72240.781475
2102.0,223,72245.235312
4386.0,787,72256.148892
2054.0,233,72259.847943
3009.0,384,72263.290893
1686.0,194,72266.424706
2839.0,377,72355.707211
3011.0,357,72359.907126
1851.0,207,72363.372173
2517.0,289,72365.822255
4101.0,443,72370.98172
2944.0,463,72377.156986
2609.0,331,72382.279472
3029.0,392,72563.867736
2381.0,275,72567.645547
2565.0,275,72570.971802
1620.0,182,72573.983055
2128.0,230,72575.923159
2090.0,223,72579.222701
2486.0,274,72582.567959
3217.0,447,72588.17574
4281.0,795,72852.410642
2527.0,284,72855.772776
3574.0,437,72862.875643
1836.0,244,72866.482637
2219.0,238,72868.411919
2779.0,296,72872.364699
1569.0,191,72874.109057
4294.0,628,72967.262872
3757.0,519,72973.755507
1957.0,226,72977.222417
2903.0,419,72982.105943
2615.0,303,72985.453941
3472.0,393,72990.143457
2385.0,273,72992.373364
4924.0,906,73088.802614
2874.0,361,73094.237826
2099.0,295,73096.729189
3606.0,482,73102.755541
2483.0,304,73106.941907
1845.0,202,73108.659209
1692.0,184,73111.629661
3046.0,344,73124.661685
702.0,108,73127.201183
3471.0,416,73131.656226
3149.0,342,73135.938256
2606.0,285,73139.75352
2179.0,236,73141.954802
