#{"t_start": 1743693148.5009587, "env_id": "SuperMarioBros-v2"}
r,l,t
2350.0,246,56063.016326
1837.0,218,56064.842135
2663.0,284,56068.465496
2504.0,318,56224.437753
3444.0,386,56230.031081
1926.0,215,56233.188613
2713.0,333,56235.81382
1517.0,167,56238.490024
1866.0,219,56240.220838
1909.0,219,56241.974261
2942.0,322,56245.828416
2559.0,297,56249.577139
2717.0,338,56258.560787
1559.0,182,56261.699838
2620.0,331,56264.446316
3003.0,372,56268.707527
1495.0,203,56270.308088
2002.0,230,56273.499438
1878.0,231,56275.320288
2687.0,324,56279.235457
2354.0,316,56283.229476
1832.0,216,56284.970088
2001.0,263,56362.827136
3439.0,419,56367.520656
1839.0,257,56370.859514
1818.0,235,56372.689149
1541.0,263,56377.030438
1633.0,247,56378.919665
2427.0,301,56382.753543
3605.0,442,56387.685705
2377.0,314,56665.46903
1727.0,209,56671.009149
2485.0,399,56677.799011
2835.0,287,56683.397051
2216.0,256,56687.124209
2821.0,342,56689.780166
2052.0,264,56693.284348
2371.0,322,56695.889016
2046.0,238,56777.966972
2268.0,271,56780.657499
2800.0,306,56784.790816
1726.0,198,56786.393874
2541.0,263,56789.911871
1968.0,227,56791.820976
2802.0,324,56795.749523
2198.0,251,56797.73173
2539.0,351,56802.162691
2973.0,317,56813.975843
2291.0,242,56816.429963
2375.0,266,56820.330053
1870.0,254,56822.350654
3527.0,381,56826.854552
1503.0,204,56828.438795
2747.0,335,56832.505042
2814.0,379,56837.144022
3319.0,443,56847.938252
1602.0,183,56849.776767
1827.0,339,56854.452754
2008.0,251,56856.589385
1671.0,216,56859.778128
2940.0,752,56867.306447
2594.0,343,56871.501601
2681.0,337,56874.138573
2518.0,579,56886.644771
1938.0,207,56889.712744
3996.0,522,56895.472021
2702.0,320,56899.470992
2550.0,327,56902.276022
1732.0,201,56905.407043
1569.0,182,56906.874966
1751.0,194,56914.869566
1744.0,192,56918.114549
1498.0,173,56919.508105
2320.0,258,56923.079038
1646.0,198,56924.783368
2637.0,294,56927.320931
2493.0,300,56931.238177
3070.0,397,56935.946672
2808.0,350,56940.034108
1536.0,212,56941.684443
1925.0,280,56958.969298
3035.0,1724,56978.888133
1918.0,245,56980.804349
3454.0,424,57214.900074
2410.0,295,57219.05707
2177.0,318,57221.576988
2823.0,376,57225.953491
3017.0,495,57231.206532
2885.0,351,57235.347834
1693.0,251,57237.395375
2311.0,314,57241.252659
2632.0,306,57471.298743
2379.0,307,57475.334006
2197.0,263,57478.795343
1828.0,226,57480.570691
1472.0,216,57482.323612
2455.0,320,57486.130755
3055.0,434,57490.853572
1563.0,193,57493.464773
1895.0,223,57496.862734
2265.0,281,57507.085156
2121.0,295,57511.25651
1854.0,222,57513.144727
3843.0,667,57522.443764
3805.0,581,57529.60019
1574.0,201,57531.266903
2189.0,285,57535.022554
2413.0,368,57544.950624
3330.0,367,57549.314473
2036.0,274,57552.797999
2003.0,241,57554.78803
1459.0,188,57556.407285
1904.0,295,57560.31119
2691.0,303,57564.05224
1857.0,311,57566.518669
1905.0,231,57575.615411
1466.0,187,57577.476441
3432.0,454,57583.155798
2799.0,330,57587.453616
1476.0,183,57588.898894
2852.0,396,57593.435894
2043.0,274,57595.602191
1755.0,248,57598.974769
2098.0,274,57601.174984
2715.0,299,57762.529486
1992.0,240,57764.585433
3738.0,538,57770.624687
1847.0,245,57774.164363
2475.0,578,57780.27023
2004.0,294,57784.067786
1743.0,253,57786.063008
2695.0,346,57798.166064
2972.0,376,57801.250387
2705.0,353,57805.623813
2532.0,317,57809.581561
2755.0,311,57812.267678
3176.0,642,57820.636143
3027.0,351,58052.326835
1946.0,259,58056.215919
2145.0,271,58058.54173
2259.0,244,58061.968586
2647.0,320,58064.642942
2120.0,262,58068.163059
2549.0,287,58071.841636
1801.0,215,58073.533889
2333.0,311,58078.249966
1849.0,212,58079.916918
2189.0,316,58091.585908
2041.0,238,58093.566183
2076.0,270,58097.351738
2050.0,236,58099.427525
2777.0,336,58103.842479
3563.0,439,58110.039145
3566.0,382,58116.284027
1569.0,174,58121.355783
2021.0,236,58133.920364
2394.0,259,58137.839675
1880.0,237,58139.819258
1985.0,337,58144.036003
2960.0,361,58146.920424
2389.0,287,58150.825488
1906.0,261,58152.935559
3314.0,443,58157.755558
3493.0,401,58168.326515
1473.0,198,58171.733613
1842.0,222,58173.443243
1961.0,282,58177.019973
2572.0,276,58179.213103
2606.0,327,58183.331383
1061.0,130,58184.3834
2669.0,319,58188.255654
3505.0,421,58191.630376
2260.0,265,58350.794546
2553.0,281,58353.668177
2118.0,255,58357.241592
1567.0,258,58359.298464
2834.0,382,58364.651918
1859.0,213,58367.90242
2828.0,360,58371.002258
2004.0,223,58374.316736
2696.0,311,58376.89379
2118.0,233,58386.020114
1820.0,210,58388.184844
1827.0,214,58391.588635
1941.0,208,58393.311073
1523.0,169,58394.627502
1486.0,197,58397.557698
2805.0,306,58400.898638
1585.0,221,58404.157805
2024.0,241,58406.163079
1099.0,153,58408.788262
1879.0,208,58410.585234
1591.0,201,58412.399918
3301.0,463,58433.820545
1529.0,169,58438.324981
1636.0,198,58441.345394
1881.0,257,58445.94931
2021.0,218,58451.470731
1721.0,215,58457.474587
2378.0,268,58464.23584
2100.0,241,58468.277105
2527.0,339,58475.928208
2923.0,390,58497.968625
2836.0,412,58506.976476
1672.0,193,58509.848466
1872.0,205,58513.455809
2196.0,235,58519.083339
2000.0,213,58522.516922
1956.0,211,58528.318009
2731.0,379,58534.422782
2256.0,270,58540.846722
1837.0,221,58709.135747
3504.0,368,58716.964255
1611.0,180,58719.927075
3569.0,601,58733.266717
2049.0,276,58737.788427
1826.0,224,58743.689921
1892.0,307,58748.636626
1830.0,220,58754.434516
3509.0,411,59061.536191
2254.0,269,59067.812461
2376.0,357,59075.256156
3018.0,354,59081.069167
2693.0,298,59087.78621
2880.0,350,59095.732412
1861.0,310,59100.629056
2884.0,334,59108.271708
2630.0,329,59130.469168
2033.0,243,59136.37413
1731.0,189,59139.61444
3466.0,522,59150.204971
1954.0,311,59157.433299
2143.0,308,59164.759133
3710.0,498,59173.049173
2403.0,328,59198.462196
2796.0,317,59206.153716
1809.0,198,59211.532408
1982.0,239,59218.02297
1558.0,191,59221.020108
1076.0,136,59223.399148
1653.0,317,59230.921229
2118.0,236,59234.859594
1867.0,242,59240.979842
2264.0,259,59245.284152
1654.0,203,59250.874854
1579.0,223,59268.612423
2459.0,334,59276.541626
2290.0,278,59281.17126
2430.0,270,59287.64541
2416.0,332,59296.971845
2380.0,274,59300.940982
1987.0,251,59307.065734
3017.0,481,59316.885121
1878.0,248,59333.546322
2934.0,360,59341.79086
2258.0,258,59346.002508
2076.0,272,59352.678837
2363.0,242,59356.540821
1898.0,267,59363.351005
2678.0,379,59369.640294
1084.0,129,59373.719767
2896.0,362,59379.53611
2578.0,322,59825.449196
2361.0,276,59835.244191
2324.0,279,59840.312878
2814.0,353,59848.605189
2261.0,232,59852.450555
2383.0,313,59859.749078
2350.0,291,59864.603661
2284.0,315,59871.700359
2146.0,244,59900.472443
2391.0,299,59905.131092
1963.0,251,59911.508137
1885.0,215,59915.404042
2719.0,326,59923.155369
2468.0,497,59933.491799
1874.0,242,59937.354031
2839.0,336,59945.063876
2528.0,372,60119.82537
3074.0,369,60127.750179
1761.0,189,60133.249145
1449.0,169,60135.910094
1813.0,216,60139.570608
3856.0,452,60150.998317
2144.0,300,60158.286546
1663.0,210,60161.778779
2406.0,253,60168.360365
2244.0,261,60172.550417
1592.0,182,60195.939974
3087.0,473,60203.744282
2160.0,253,60209.799786
2479.0,327,60217.547854
2644.0,300,60222.48169
1470.0,192,60228.090648
2530.0,293,60234.317004
1738.0,209,60242.445359
714.0,103,60244.048487
2193.0,290,60738.270015
1946.0,244,60744.476965
1874.0,280,60749.043772
2136.0,315,60756.101768
2257.0,250,60760.447768
3176.0,436,60769.60649
2449.0,287,60776.408671
2191.0,272,60781.030664
2304.0,270,60787.366374
2514.0,397,60813.924973
1458.0,189,60816.971648
3067.0,354,60825.09787
3109.0,365,60831.248343
4278.0,652,60847.912541
1629.0,207,60851.269206
2579.0,324,60858.886451
2530.0,316,61035.66774
3138.0,406,61044.379209
1904.0,247,61050.733876
1992.0,232,61054.503391
2458.0,369,61062.841259
1444.0,170,61065.738212
1526.0,210,61071.5182
1481.0,174,61074.283989
3533.0,418,61083.296673
2177.0,312,61102.194599
2324.0,281,61108.842357
2019.0,265,61113.271567
2540.0,311,61120.274617
3696.0,492,61132.366479
1851.0,217,61136.175346
3066.0,346,61143.708057
1581.0,211,61147.420683
2682.0,365,61174.391298
2851.0,559,61186.099526
2067.0,235,61192.238722
2154.0,267,61196.788536
3574.0,455,61206.369195
2220.0,246,61212.760906
2250.0,254,61216.851529
3110.0,383,61241.163198
1529.0,165,61244.322917
1851.0,207,61250.16424
1816.0,200,61253.288006
2215.0,250,61259.807743
1916.0,239,61265.668938
2363.0,300,61273.41892
2381.0,251,61277.330974
2805.0,321,61285.059375
2665.0,277,61289.634135
2779.0,299,61622.018372
1966.0,239,61625.916861
1712.0,211,61631.561686
1934.0,287,61636.354389
2003.0,269,61642.949279
1576.0,221,61646.620182
2564.0,291,61653.812533
1673.0,207,61657.15344
1495.0,182,61662.61848
1945.0,219,61666.028656
2592.0,312,61690.504706
2264.0,269,61694.715681
1717.0,211,61700.701535
2586.0,323,61707.829612
1766.0,194,61713.490474
2139.0,242,61717.285349
2455.0,306,61724.568576
2126.0,262,61728.747966
2397.0,274,61735.575281
2206.0,248,61739.37238
1523.0,167,61916.251567
3153.0,386,61924.725586
2269.0,263,61931.284161
3952.0,469,61943.429769
2765.0,307,61948.459127
2698.0,296,61957.985173
2871.0,379,61966.397388
4697.0,899,62006.305164
2458.0,322,62013.830487
2010.0,230,62017.804786
1581.0,201,62023.257074
2284.0,290,62027.980597
2151.0,270,62034.459766
1897.0,214,62038.013281
1498.0,180,62043.322404
1540.0,206,62064.420759
1839.0,220,62068.61177
1807.0,258,62074.677046
2105.0,235,62078.685266
2494.0,325,62085.957968
2159.0,253,62094.273143
2127.0,240,62098.239302
2190.0,266,62105.171911
1910.0,226,62108.738323
1851.0,216,62112.439873
1910.0,468,62296.21501
3372.0,491,62308.511018
2913.0,344,62318.435435
3822.0,550,62332.027904
2526.0,678,62345.673689
1999.0,204,62675.743922
2648.0,327,62682.069032
2875.0,352,62689.847544
2542.0,332,62697.595354
2315.0,287,62702.319842
1930.0,245,62708.571142
2505.0,405,62717.645862
3158.0,401,62724.300492
3257.0,445,63217.650594
2183.0,331,63225.487868
1458.0,197,63228.706764
3003.0,390,63237.28007
2263.0,303,63244.619405
1671.0,199,63247.792322
2700.0,386,63256.382628
2558.0,273,63260.800057
3031.0,346,63600.486673
701.0,104,63602.245534
723.0,96,63604.014888
2390.0,260,63610.250925
1500.0,185,63615.108012
1858.0,231,63621.389915
1936.0,234,63625.139969
2526.0,300,63634.469172
3321.0,413,63642.060859
2825.0,363,63649.981892
2158.0,298,63816.668111
2402.0,278,63821.333896
3213.0,390,63829.67435
2125.0,231,63835.870533
1990.0,244,63839.692585
2371.0,262,63846.359034
2755.0,480,63854.352349
2233.0,248,63860.301153
4024.0,571,64037.57378
1446.0,174,64040.790678
1868.0,224,64046.595167
1871.0,249,64050.884486
2932.0,375,64059.094358
1458.0,220,64065.291754
1600.0,222,64070.879374
2184.0,296,64078.112218
2333.0,278,64082.432481
1604.0,236,64253.313063
1891.0,194,64256.288021
1830.0,238,64260.377159
2365.0,264,64266.663918
2805.0,353,64276.79683
2606.0,302,64281.790562
2436.0,314,64289.385096
2918.0,323,64294.697752
2009.0,216,64300.424742
1880.0,227,64479.269251
1495.0,160,64484.273096
2208.0,238,64488.040771
3473.0,353,64495.917564
1581.0,216,64499.292936
2007.0,290,64506.081203
2067.0,228,64509.580837
1474.0,205,64515.434633
1989.0,294,64520.159222
2230.0,268,64527.037552
2549.0,306,64551.25067
2791.0,279,64558.053113
1585.0,173,64560.872933
1608.0,174,64563.938119
2120.0,251,64569.931988
2455.0,267,64574.632438
2409.0,283,64581.199699
2216.0,278,64588.184811
1760.0,296,64592.90078
3232.0,416,64620.309688
2911.0,313,64628.232059
3730.0,453,64635.728405
1860.0,230,64641.598709
1971.0,254,64645.652538
2622.0,287,64653.88076
2252.0,248,64658.275301
3097.0,412,64667.227453
1732.0,230,64886.682815
1589.0,183,64888.720946
2822.0,316,64893.306379
2591.0,273,64895.556005
2609.0,338,64900.741122
2932.0,317,64904.795528
2357.0,324,64907.399231
2213.0,259,64910.836898
2588.0,334,64913.473189
2606.0,377,65000.180414
2723.0,295,65004.375736
1588.0,174,65005.724482
2216.0,265,65007.838949
3756.0,461,65014.046465
2173.0,278,65017.957215
3357.0,376,65022.517127
3020.0,437,65032.757868
2027.0,234,65036.063599
2334.0,302,65039.851563
2534.0,289,65042.100798
2929.0,365,65046.419883
1588.0,222,65048.256858
2179.0,312,65052.309822
2428.0,281,65054.607197
2516.0,274,65058.358229
1817.0,235,65067.800043
3469.0,353,65072.498238
2800.0,333,65076.511696
2019.0,265,65078.688523
4306.0,657,65087.752213
1507.0,166,65089.050903
2273.0,272,65091.207546
2535.0,316,65095.929796
2617.0,353,65108.579596
2410.0,261,65110.659165
1824.0,193,65113.676009
3380.0,501,65119.245775
1133.0,142,65120.450876
2030.0,243,65123.565849
3938.0,553,65129.707436
2114.0,228,65132.90442
2251.0,256,65141.186087
1530.0,203,65144.436124
2386.0,257,65147.517582
2602.0,317,65151.636125
1578.0,182,65153.249634
2034.0,260,65156.859381
1826.0,213,65158.643722
1813.0,179,65160.085889
5029.0,1028,65181.790177
1464.0,171,65184.179866
3037.0,361,65188.89066
1842.0,206,65190.595145
1515.0,202,65192.227275
2584.0,305,65196.024859
2405.0,284,65198.372529
1842.0,241,65201.859575
2067.0,272,65204.122984
2388.0,285,65216.098944
2458.0,278,65220.52568
1574.0,189,65222.112392
2807.0,332,65226.394268
2350.0,342,65229.305651
1943.0,233,65232.571649
2358.0,270,65235.732066
2390.0,255,65239.318373
2599.0,284,65241.514026
3196.0,373,65353.453641
1939.0,240,65358.302655
3575.0,443,65361.65839
2907.0,306,65365.723002
1720.0,191,65367.593121
3089.0,317,65371.878786
2375.0,266,65375.200333
2507.0,310,65379.131865
1809.0,183,65380.67505
1460.0,171,65389.317606
2003.0,229,65391.654141
3483.0,440,65396.857722
2559.0,296,65400.696914
1471.0,179,65402.136922
2106.0,225,65404.940522
1570.0,201,65408.038361
2033.0,241,65410.019236
1668.0,194,65413.065698
2905.0,323,65415.746092
2375.0,263,65661.199791
1850.0,221,65662.955103
2589.0,290,65666.788325
2401.0,263,65669.065423
1532.0,196,65672.158829
1910.0,250,65675.118337
1819.0,279,65678.81676
2864.0,404,65683.594676
1498.0,187,65685.17048
2566.0,316,65697.347765
1592.0,236,65699.285792
1731.0,197,65700.845769
3531.0,403,65705.436639
5603.0,696,65715.092895
2618.0,333,65717.983685
1631.0,220,65721.192248
2970.0,350,65730.340648
1470.0,189,65733.499171
1815.0,256,65735.6071
2685.0,328,65739.587019
1502.0,169,65740.982054
2963.0,363,65745.273982
2345.0,250,65747.33443
2048.0,221,65750.651309
2535.0,342,65753.61811
1997.0,256,65757.057519
2891.0,329,65769.033153
2378.0,286,65772.534348
1483.0,182,65774.112499
2374.0,245,65777.456941
2035.0,231,65779.297757
4481.0,705,65789.392929
1467.0,216,65791.271626
2953.0,304,65795.314957
2834.0,394,65807.537199
1725.0,184,65810.023179
2350.0,250,65812.085737
1816.0,184,65814.946244
3634.0,412,65819.714794
2010.0,222,65821.569991
2899.0,314,65825.686823
2385.0,260,65827.852443
1815.0,258,65831.417737
5183.0,772,65852.874979
1999.0,249,65856.34542
2000.0,210,65858.037472
2939.0,331,65861.90554
2807.0,304,65864.270116
2071.0,271,65867.754464
1827.0,240,65869.652561
1524.0,213,65872.794758
2804.0,356,65967.477489
2912.0,338,65971.622113
2910.0,309,65975.517396
2243.0,291,65978.046898
2423.0,289,65981.835778
1652.0,231,65983.674613
1990.0,248,65987.236892
2708.0,345,65991.080188
2847.0,324,66000.60734
3142.0,430,66006.021394
2015.0,231,66007.828518
3061.0,339,66012.789718
2296.0,279,66017.604755
2766.0,312,66020.147066
4125.0,796,66037.467734
2528.0,318,66040.642816
2552.0,263,66044.201213
2205.0,271,66046.343989
2507.0,353,66051.358401
2087.0,237,66054.701598
3852.0,600,66064.318215
2517.0,319,66068.082648
2331.0,319,66080.472857
1847.0,224,66083.151129
2187.0,264,66086.93744
3078.0,329,66090.954548
1577.0,207,66092.659268
3358.0,372,66097.128444
4605.0,658,66105.62125
2751.0,372,66191.159912
1450.0,192,66192.683431
2732.0,402,66197.386456
2381.0,279,66200.872502
1975.0,226,66204.264352
2670.0,299,66206.800115
1877.0,265,66211.184073
2387.0,276,66213.451049
2545.0,313,66218.449485
4336.0,703,66293.358021
2884.0,363,66297.944836
1492.0,166,66299.42313
2002.0,254,66302.973523
2348.0,262,66305.044956
1696.0,203,66308.114521
3808.0,495,66313.561396
2316.0,253,66324.869885
2172.0,261,66328.618511
1479.0,179,66330.042647
6000.0,977,66344.470478
2405.0,284,66348.453398
4423.0,1109,66374.527464
3140.0,368,66378.769333
2689.0,306,66381.280927
2736.0,324,66385.334682
1735.0,199,66387.025395
2815.0,300,66390.765439
2679.0,380,66395.169677
1671.0,185,66662.460318
2562.0,273,66667.383594
3635.0,367,66672.951897
2620.0,305,66676.928102
3513.0,412,66681.527007
4121.0,653,66688.517003
3273.0,426,66693.405379
3647.0,478,66705.109607
1838.0,205,66706.681373
3870.0,524,66713.325052
1709.0,197,66714.884858
1915.0,369,66719.646044
4167.0,841,66738.583202
1659.0,186,66740.414202
2239.0,250,66744.433338
2400.0,326,66748.135265
1946.0,221,66751.386708
2014.0,233,66753.288916
1877.0,212,66756.480132
2801.0,374,66759.527076
2360.0,249,66762.956255
2879.0,371,66767.052848
2392.0,269,66847.962211
3876.0,439,66852.732618
3813.0,655,66860.219358
2850.0,454,66865.597957
2104.0,293,66869.45261
2627.0,281,66872.547882
5515.0,1076,66892.747354
2974.0,385,66897.519627
1853.0,217,66899.432079
2795.0,295,66903.445982
2384.0,282,66907.318191
2670.0,355,66910.201555
4490.0,615,66928.952823
2495.0,345,66936.624105
4361.0,731,66955.017385
2580.0,275,66959.339292
5207.0,706,66977.005436
1660.0,192,66980.090397
2800.0,342,66982.711008
3392.0,438,66987.609223
1642.0,215,66990.635373
3294.0,503,66995.930928
1702.0,233,66997.86476
3851.0,536,67012.1785
2211.0,270,67018.456518
2888.0,310,67023.465631
2645.0,351,67031.101654
3830.0,456,67040.140018
3857.0,551,67053.22167
2379.0,265,67060.015529
2498.0,346,67080.924628
3265.0,425,67089.669561
3478.0,365,67097.790086
1820.0,208,67101.036337
2420.0,326,67108.223437
3488.0,454,67118.020811
3613.0,602,67145.334933
1601.0,196,67148.219346
2016.0,212,67153.647808
2868.0,385,67161.953491
3367.0,508,67173.885559
2308.0,279,67180.34014
1817.0,221,67184.052242
1565.0,197,67190.79215
2212.0,247,67195.041258
2370.0,287,67338.385319
1588.0,193,67341.622201
5297.0,982,67363.328485
4922.0,584,67374.579672
2891.0,327,67381.928637
3468.0,426,67529.15889
3419.0,440,67538.78064
3446.0,416,67547.478216
4202.0,572,67560.597583
2833.0,433,67567.746011
2736.0,377,67577.694731
2888.0,423,67601.865247
4112.0,507,67612.022871
3560.0,473,67625.194962
1642.0,232,67629.21323
2064.0,267,67635.583027
2805.0,350,67641.709295
2204.0,280,67647.88555
1942.0,219,67926.89125
4603.0,719,67944.590784
2609.0,327,67952.392402
2932.0,358,67958.058843
2626.0,358,67965.963183
2424.0,292,67971.171802
3628.0,462,68133.481443
2178.0,251,68139.716022
1820.0,269,68144.496172
2522.0,264,68153.222198
2748.0,360,68161.363702
2227.0,273,68165.912448
1568.0,192,68171.139034
1490.0,173,68173.91821
1556.0,188,68179.188648
1890.0,217,68185.045393
2502.0,303,68330.247966
2739.0,305,68336.106409
3870.0,621,68343.523349
4109.0,633,68353.6161
1713.0,195,68358.696004
2630.0,283,68362.760097
3116.0,355,68370.288328
1477.0,171,68515.165766
4363.0,685,68532.596447
3851.0,500,68544.506564
2960.0,347,68550.238773
3611.0,515,68564.424747
1861.0,201,68569.829242
4972.0,873,68603.611946
2199.0,253,68609.930111
4039.0,587,68621.687903
3188.0,338,68629.25326
1443.0,154,68631.820164
2388.0,308,68639.228761
1551.0,187,68665.664187
3927.0,511,68675.380424
2482.0,268,68680.893402
3081.0,368,68689.068481
1602.0,188,68694.075904
2087.0,225,68695.922643
3934.0,579,68702.779291
1814.0,188,68705.904497
2231.0,251,68860.538261
2439.0,307,68868.536166
3154.0,367,68874.281173
2110.0,246,68880.441637
1707.0,208,68885.989872
2375.0,249,68892.816974
1664.0,206,68898.107153
4908.0,1289,69092.107335
3872.0,571,69106.364707
2958.0,399,69112.442019
1730.0,191,69117.475865
2419.0,293,69122.922995
2374.0,271,69131.108384
2886.0,342,69525.386493
2007.0,231,69529.193634
2595.0,314,69537.138705
2690.0,305,69542.286339
2105.0,254,69548.875603
3071.0,360,69554.60314
1465.0,193,69560.035337
2677.0,364,69569.447708
3717.0,587,69597.245254
2488.0,272,69601.302335
2598.0,391,69609.464378
2856.0,371,69619.097464
1569.0,179,69621.867535
1838.0,217,69625.725767
1714.0,180,69630.689353
2499.0,335,69636.161018
2689.0,316,69642.923046
3799.0,497,69666.5285
3113.0,360,69678.116733
3053.0,345,69683.592815
1858.0,208,69688.993323
3500.0,517,69699.642359
4069.0,618,69862.371954
1659.0,199,69865.91699
3389.0,413,69874.623716
1936.0,224,69880.228539
1478.0,181,69883.064423
1595.0,209,69886.382417
1927.0,230,69892.241536
2515.0,361,69900.453862
2813.0,294,69905.202597
2978.0,422,69931.053881
1874.0,205,69934.984808
2959.0,326,69944.599751
4594.0,660,69960.892188
2754.0,325,69968.369731
1847.0,200,69972.005335
1842.0,239,69978.006607
4741.0,722,70308.832657
2369.0,300,70315.410629
2925.0,340,70325.018915
2028.0,239,70328.782452
2554.0,298,70335.391759
2704.0,287,70339.932033
2872.0,334,70347.516088
2094.0,241,70351.39601
2544.0,280,70375.301037
2837.0,485,70386.300179
2691.0,348,70394.413861
2947.0,414,70408.324292
2441.0,274,70415.322499
5030.0,861,70434.504955
2436.0,265,70599.908942
3388.0,464,70610.23563
3382.0,448,70624.063738
2942.0,319,70629.866722
2655.0,394,70638.320687
3006.0,348,70646.229299
3814.0,501,70672.712442
1849.0,244,70676.753547
3319.0,389,70687.567455
4233.0,846,70710.536926
2122.0,305,70715.396147
3022.0,361,70725.49481
1724.0,201,70889.775195
2598.0,287,70898.590853
2452.0,251,70905.30872
2213.0,272,70911.951103
2887.0,338,70919.571702
2508.0,309,70924.622005
1877.0,200,70930.512859
2096.0,243,70934.325513
2395.0,255,70940.954678
1860.0,196,70945.917077
2809.0,312,71073.639257
2706.0,301,71078.381848
2802.0,331,71085.951068
2867.0,393,71093.905033
1519.0,181,71096.478604
2433.0,283,71102.467332
2758.0,329,71109.425055
3075.0,317,71116.459759
3044.0,373,71134.785091
2082.0,298,71141.070473
2174.0,315,71147.965271
2816.0,311,71152.435284
2382.0,272,71160.177887
2525.0,314,71164.96486
1850.0,221,71170.22216
2291.0,246,71175.707925
1580.0,191,71181.373007
5196.0,829,71214.027654
2201.0,252,71219.822815
2458.0,319,71224.01369
1485.0,197,71227.299501
1469.0,169,71228.810625
1470.0,236,71232.433472
1551.0,182,71234.003658
3200.0,391,71240.506739
2089.0,249,71257.556463
2763.0,373,71262.728537
2647.0,308,71266.70216
3548.0,483,71272.053367
5519.0,1202,71367.878086
2507.0,337,71371.580272
2144.0,250,71375.252354
2094.0,268,71378.867049
2192.0,266,71381.110437
2380.0,255,71384.75776
3366.0,378,71387.972505
2788.0,355,71393.518701
4162.0,514,71482.157964
2315.0,242,71485.826271
1845.0,205,71489.08383
2060.0,244,71491.143443
1995.0,241,71494.816043
2565.0,294,71497.584017
2568.0,302,71502.755045
2609.0,315,71506.906886
2499.0,310,71509.36189
2041.0,213,71519.217585
3786.0,540,71525.001346
2315.0,246,71527.119969
2778.0,400,71533.154973
2368.0,274,71535.710176
2019.0,226,71539.199735
2507.0,328,71543.500035
3140.0,382,71546.662823
2866.0,320,71635.972385
2492.0,275,71639.634591
2565.0,457,71645.109414
3742.0,479,71651.506789
3149.0,558,71657.650565
2471.0,291,71661.457902
1458.0,161,71662.744518
3051.0,340,71833.479431
3006.0,342,71837.793532
1456.0,151,71839.070466
2727.0,379,71843.721765
2994.0,378,71846.830518
2728.0,373,71851.214766
2698.0,278,71854.958447
2370.0,282,71949.353377
3386.0,408,71954.83881
2539.0,278,71957.38015
2946.0,593,71965.283379
3073.0,348,71968.077216
1659.0,190,71971.179339
4652.0,624,71978.848133
1817.0,228,71992.431664
3072.0,418,71999.068062
2041.0,215,72002.778984
1864.0,199,72005.359056
1452.0,150,72006.648209
1896.0,254,72010.315479
2281.0,268,72012.473098
1997.0,233,72016.613432
2535.0,294,72019.032217
2852.0,317,72031.41555
2136.0,284,72035.751561
3000.0,313,72038.639804
3253.0,491,72045.638997
3833.0,582,72053.10987
2499.0,324,72057.460863
2611.0,304,72059.980795
1578.0,174,72062.830055
2853.0,420,72077.579534
2770.0,335,72080.498921
4174.0,573,72088.314424
2356.0,264,72091.903446
2591.0,388,72096.562958
1942.0,274,72098.890269
5373.0,740,72118.429644
1944.0,257,72121.533516
3736.0,459,72127.327483
2908.0,359,72131.773329
4663.0,652,72141.570885
2837.0,453,72238.764559
2959.0,322,72243.505754
2267.0,265,72246.655673
3674.0,571,72255.694391
2957.0,372,72260.59614
3117.0,375,72265.445112
1566.0,204,72267.273222
2583.0,289,72355.766534
3018.0,418,72360.52155
1822.0,217,72364.08526
2624.0,310,72366.692178
4368.0,648,72375.875248
2069.0,288,72378.217345
2161.0,307,72383.138967
2249.0,259,72563.570649
2994.0,327,72567.84515
2883.0,330,72573.124012
2445.0,269,72575.411876
5173.0,905,72587.152862
2715.0,308,72591.468219
2342.0,284,72594.975452
1873.0,223,72851.732483
4567.0,638,72860.591089
2929.0,364,72864.587588
2005.0,264,72868.257701
2379.0,247,72870.268501
2153.0,256,72874.082909
3103.0,391,72880.206573
3542.0,489,72971.190994
3202.0,404,72975.011107
2655.0,289,72978.842738
2258.0,293,72982.644811
2919.0,323,72986.234842
1925.0,222,72989.517132
2567.0,299,72991.927849
2510.0,382,73080.563223
2038.0,214,73084.152527
2354.0,258,73087.947649
1815.0,223,73089.804261
1829.0,215,73093.027969
3310.0,449,73099.368541
3596.0,411,73103.233985
2104.0,240,73106.857298
4036.0,627,73123.427816
2416.0,287,73127.724052
2564.0,286,73130.105635
2387.0,253,73134.672497
3668.0,441,73139.775841
1749.0,195,73141.566143
