#{"t_start": 1743693151.637288, "env_id": "SuperMarioBros-v2"}
r,l,t
1467.0,160,65993.343867
1467.0,160,65994.335591
1467.0,160,65995.453878
1843.0,208,66027.73333
1843.0,208,66029.075657
1843.0,208,66030.404721
1843.0,208,66031.819432
1843.0,208,66033.40857
1881.0,205,66067.066379
1881.0,205,66068.723933
1881.0,205,66070.32425
1881.0,205,66071.981455
1881.0,205,66073.637128
2005.0,2166,66120.587422
2005.0,2166,66137.153516
2005.0,2166,66153.471896
2005.0,2166,66168.947632
2005.0,2166,66184.932273
1841.0,1780,66229.260893
1841.0,1780,66242.702332
1841.0,1780,66255.686824
1841.0,1780,66269.04529
1841.0,1780,66282.30153
2217.0,237,66312.993418
2217.0,237,66314.674869
2217.0,237,66316.537091
2217.0,237,66318.459406
2217.0,237,66320.281791
3478.0,340,66354.914136
3478.0,340,66357.333221
3478.0,340,66359.822197
3478.0,340,66362.416736
3478.0,340,66364.934367
402.0,6016,66439.791951
402.0,6016,66485.810769
402.0,6016,66529.89002
402.0,6016,66574.756832
402.0,6016,66658.983207
1502.0,160,66691.750032
1502.0,160,66692.865814
1502.0,160,66693.929051
1502.0,160,66695.088875
1502.0,160,66696.392494
2208.0,223,66728.377746
2208.0,223,66729.866694
2208.0,223,66731.285829
2208.0,223,66733.102762
2208.0,223,66734.790884
1802.0,2036,66779.646734
1802.0,2036,66794.681263
1802.0,2036,66810.613169
1802.0,2036,66826.407702
1802.0,2036,66841.290006
1618.0,172,66872.877559
1618.0,172,66874.17195
1618.0,172,66875.456281
1618.0,172,66876.738652
1618.0,172,66878.035003
1873.0,204,66908.441629
1873.0,204,66909.896843
1873.0,204,66911.58465
1873.0,204,66913.037498
1873.0,204,66914.577857
2212.0,237,66964.4046
2212.0,237,66966.08704
2212.0,237,66967.848154
2212.0,237,66969.635751
2212.0,237,66971.395246
1882.0,194,67000.771672
1882.0,194,67002.006375
1882.0,194,67003.495007
1882.0,194,67005.096685
1882.0,194,67006.775443
2098.0,218,67062.255069
2098.0,218,67065.243134
2098.0,218,67068.494942
2098.0,218,67071.694299
2098.0,218,67074.786973
1873.0,200,67130.382759
1873.0,200,67133.069827
1873.0,200,67135.783666
1873.0,200,67138.369369
1873.0,200,67141.241024
2095.0,2035,67224.547772
2095.0,2035,67252.719871
2095.0,2035,67279.899887
2095.0,2035,67306.930752
2095.0,2035,67333.982188
2120.0,2036,67415.146435
2120.0,2036,67441.880114
2120.0,2036,67468.399779
2120.0,2036,67495.33522
2120.0,2036,67522.051529
2092.0,219,67580.480739
2092.0,219,67583.554189
2092.0,219,67586.555624
2092.0,219,67589.675718
2092.0,219,67592.707601
870.0,4084,67701.134584
870.0,4084,67755.633183
870.0,4084,67811.306933
870.0,4084,67866.057837
870.0,4084,67922.072059
1761.0,2218,68005.591784
1761.0,2218,68036.727274
1761.0,2218,68067.11381
1761.0,2218,68097.088522
1761.0,2218,68126.749765
1516.0,2200,68215.980536
1516.0,2200,68245.818527
1516.0,2200,68274.56669
1516.0,2200,68303.472822
1516.0,2200,68326.258539
2115.0,2036,68395.713718
2115.0,2036,68423.181875
2115.0,2036,68452.091821
2115.0,2036,68480.987174
2115.0,2036,68509.395063
1894.0,189,68570.82681
1894.0,189,68573.573004
1894.0,189,68576.19441
1894.0,189,68578.984793
1894.0,189,68581.467036
3470.0,346,68641.822764
3470.0,346,68646.296673
3470.0,346,68650.947672
3470.0,346,68655.795675
3470.0,346,68660.681425
2081.0,2034,68732.199941
2081.0,2034,68761.354901
2081.0,2034,68789.710625
2081.0,2034,68822.001334
2081.0,2034,68854.026977
1858.0,2034,68946.291749
1858.0,2034,68979.327155
1858.0,2034,69011.012299
1858.0,2034,69044.588687
1858.0,2034,69075.417426
786.0,6016,69204.529941
786.0,6016,69274.457285
786.0,6016,69354.324939
786.0,6016,69436.014563
786.0,6016,69518.325438
2143.0,211,69576.816394
2143.0,211,69579.497682
2143.0,211,69582.564439
2143.0,211,69585.617654
2143.0,211,69588.420998
1876.0,191,69642.657255
1876.0,191,69645.437818
1876.0,191,69648.056225
1876.0,191,69650.73102
1876.0,191,69653.484878
2437.0,2112,69739.889735
2437.0,2112,69768.443633
2437.0,2112,69797.214049
2437.0,2112,69825.897417
2437.0,2112,69858.615773
2058.0,213,69913.232178
2058.0,213,69916.56165
2058.0,213,69919.951082
2058.0,213,69923.260192
2058.0,213,69926.679605
2460.0,4060,70050.054551
2460.0,4060,70112.977294
2460.0,4060,70175.846426
2460.0,4060,70238.653898
2460.0,4060,70301.813764
1876.0,199,70358.539342
1876.0,199,70361.396187
1876.0,199,70364.584621
1876.0,199,70367.775296
1876.0,199,70370.995331
2076.0,2036,70464.954621
2076.0,2036,70497.499463
2076.0,2036,70529.262894
2076.0,2036,70560.174639
2076.0,2036,70592.79964
1953.0,198,70651.967619
1953.0,198,70655.168863
1953.0,198,70658.230593
1953.0,198,70661.423343
1953.0,198,70664.740608
2272.0,2073,70757.382181
2272.0,2073,70789.500805
2272.0,2073,70822.013826
2272.0,2073,70853.931907
2272.0,2073,70886.093159
1353.0,1506,70969.40931
1353.0,1506,70993.169797
1353.0,1506,71017.02894
1353.0,1506,71040.555984
1353.0,1506,71064.86616
1876.0,195,71118.356359
1876.0,195,71120.903194
1876.0,195,71123.408215
1876.0,195,71125.951105
1876.0,195,71128.439079
1921.0,209,71183.821942
1921.0,209,71186.503457
1921.0,209,71189.193769
1921.0,209,71191.981982
1921.0,209,71194.797175
1948.0,206,71240.700164
1948.0,206,71243.419875
1948.0,206,71246.160774
1948.0,206,71248.889496
1948.0,206,71251.580148
2112.0,2034,71298.277218
2112.0,2034,71314.393629
2112.0,2034,71330.652612
2112.0,2034,71347.481737
2112.0,2034,71364.091519
2125.0,2036,71410.031471
2125.0,2036,71426.147906
2125.0,2036,71442.937091
2125.0,2036,71460.30793
2125.0,2036,71477.129824
1596.0,168,71508.711637
1596.0,168,71510.0354
1596.0,168,71511.426789
1596.0,168,71512.802217
1596.0,168,71514.174535
2754.0,2103,71560.344468
2754.0,2103,71576.836039
2754.0,2103,71593.510708
2754.0,2103,71610.941564
2754.0,2103,71628.037013
2842.0,4059,71691.308622
2842.0,4059,71725.441607
2842.0,4059,71758.707521
2842.0,4059,71792.157459
2842.0,4059,71825.97527
2623.0,2223,71873.071919
2623.0,2223,71891.291563
2623.0,2223,71909.601375
2623.0,2223,71927.881263
2623.0,2223,71946.168974
2547.0,266,71978.131092
2547.0,266,71980.426175
2547.0,266,71982.770175
2547.0,266,71985.088988
2547.0,266,71987.378147
2056.0,218,72021.273222
2056.0,218,72022.765356
2056.0,218,72024.404074
2056.0,218,72026.22863
2056.0,218,72028.05718
1813.0,201,72061.20133
1813.0,201,72062.63787
1813.0,201,72064.197948
1813.0,201,72065.88062
1813.0,201,72067.590682
2072.0,219,72100.846807
2072.0,219,72102.440519
2072.0,219,72104.082856
2072.0,219,72105.999308
2072.0,219,72107.860384
2578.0,2199,72159.369842
2578.0,2199,72177.607472
2578.0,2199,72196.452903
2578.0,2199,72214.852221
2578.0,2199,72232.842321
2107.0,2049,72284.306693
2107.0,2049,72300.433738
2107.0,2049,72316.674834
2107.0,2049,72333.698045
2107.0,2049,72350.444173
2110.0,4157,72417.946144
2110.0,4157,72454.238062
2110.0,4157,72490.043369
2110.0,4157,72525.037512
2110.0,4157,72560.30132
2278.0,6016,72643.967751
2278.0,6016,72694.019878
2278.0,6016,72744.175576
2278.0,6016,72794.509528
2278.0,6016,72844.511906
2040.0,2036,72896.530518
2040.0,2036,72913.377286
2040.0,2036,72930.012928
2040.0,2036,72946.802368
2040.0,2036,72963.446263
1893.0,2038,73010.050213
1893.0,2038,73027.152693
1893.0,2038,73043.716
1893.0,2038,73060.372763
1893.0,2038,73077.195647
1982.0,209,73111.626464
1982.0,209,73113.253353
1982.0,209,73114.991649
1982.0,209,73116.815463
1982.0,209,73118.590044
